Geo Point;Geo Shape;insee;ident;siret;infor;adresse;exploit;th_heur;th_nuit;ta_moivel;th_quar;th_10;np_pmr;ta_type;ta_nres7j;ta_titul;libres;np_veltot;np_2rele;np_hgsup;np_stlav;np_covoit;prepaye;nb_niv;th_4;ta_ntitul;th_3;th_2;th_24;gabari_max;mdate;url;np_vle;np_fourr;th_demi;secteur;np_global;np_velec;gid;gabari_std;titul;propr;np_mobalt;ta_handi;np_hginf;connecte;np_pr;etat;nom;total;typgest;type;an_serv;ta_resmoi;np_2rmot;cdate;np_total;tv_1h;ta_moimot
44.8423537, -0.5798571;"{""coordinates"": [-0.5798571, 44.8423537], ""type"": ""Point""}";33063;CUBPK15;37888823401562;;Cours Georges Clemenceau 33000 Bordeaux;Q_PARK;3.2;;;0.8;27.400000000000002;7;PAYANT_TARIF_HORAIRE;183.0;;198;0;0;0;2;0;0.0;7;12.200000000000001;;8.6;6.4;30.0;1.9000000000000001;2023-08-23T11:24:21+02:00;https://www.q-park.fr/fr-fr/villes/bordeaux/clemenceau-auditorium/;0;0;1.6;HYPER_CENTRE;379;0;246;1.9000000000000001;Q_PARK;Q_PARK;0;NORMAL_PAYANT;0;0;0;LIBRE;Clemenceau;379;GESTION_PRIVEE;ENTERRE;2014;;18;2018-06-01T02:00:00+02:00;379;2.5;42.0
44.8291288, -0.5633484;"{""coordinates"": [-0.5633484, 44.8291288], ""type"": ""Point""}";33063;CUBPK04;43161642400062;Abonnement gratuit pour les vélos;Sous la Place André Meunier - 33000  BORDEAUX;INDIGO_TPS;2.3000000000000003;6.7;0.0;0.5;13.5;7;PAYANT_TARIF_HORAIRE;109.9;;135;30;0;0;0;0;0.0;4;6.6000000000000005;;5.3;4.0;20.2;1.9000000000000001;2023-09-17T15:01:26+02:00;https://fr.parkindigo.com/parking/bordeaux-33800/meunier-u3300300;9;0;1.2;CENTRE;330;0;247;1.9000000000000001;BP3000;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;1;0;LIBRE;Meunier - Saint Jean;323;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;ENTERRE;2012;57.4;20;2018-06-01T02:00:00+02:00;330;1.8;38.0
44.8290196, -0.5564456;"{""coordinates"": [-0.5564456, 44.8290196], ""type"": ""Point""}";33063;CUBPK86;43161642400062;;Rue de Saget 33800 Bordeaux;INDIGO_TPS;2.0;4.0;;0.5;12.0;3;PAYANT_TARIF_HORAIRE;50.0;;;0;0;0;0;0;0.0;1;6.0;;4.8;3.6;16.0;4.0;2023-04-24T10:46:08+02:00;https://fr.parkindigo.com/parking/bordeaux-33800/bordeaux-saint-jean-33002600;0;0;1.0;CENTRE;137;0;332;4.0;AUTRE;AUTRE;0;NORMAL_PAYANT;137;0;0;OUVERT;Carrefour - Saint Jean;;GESTION_PRIVEE;SURFACE;2018;50.0;0;2018-11-23T16:40:00+01:00;137;1.8;
44.8800906, -0.5684187;"{""coordinates"": [-0.5684187, 44.8800906], ""type"": ""Point""}";33063;CUBPK99;320 229 644 05241;Propriété Bouygues Immobilier;rue Jean Royer 33000 Bordeaux;INDIGO_PARK;0.0;;;0.0;18.0;20;PAYANT_TARIF_HORAIRE;86.0;;;0;0;0;0;0;0.0;3;4.8;;2.4;0.0;18.0;1.9000000000000001;2023-04-05T11:10:28+02:00;https://fr.parkindigo.com/parking/bordeaux-33300/parking-centre-commercial-ginko-33001600;7;0;0.0;PERIPHERIE;952;0;643;1.9000000000000001;INDIGO_PARK;AUTRE;0;NORMAL_PAYANT;0;0;0;OUVERT;Centre Commerçant Ginko;;GESTION_PRIVEE;ENTERRE;2020;86.0;0;2020-04-16T12:24:06+02:00;952;0.0;
44.8388659, -0.5863109;"{""coordinates"": [-0.5863109, 44.8388659], ""type"": ""Point""}";33063;CUBPK28;453 335 069 00010;"8 bornes fin 2023; 80pl disponibles pour les horaires, Vélos: 35€/an ou 5€/mois, +fourrière 418VL et 80 2roues";Rue Robert Lateulade 33000 Bordeaux;METPARK;3.2;6.0;5.0;0.8;20.0;12;PAYANT_TARIF_HORAIRE;112.0;;51;66;0;0;0;0;0.0;3;11.200000000000001;;8.8;6.4;20.0;1.8;2023-09-17T15:01:12+02:00;https://www.mtpk.fr/;0;418;1.6;HYPER_CENTRE;997;0;219;1.8;METPARK;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;11;1;0;LIBRE;Front Du Medoc;70;REGIE_AUTONOME;SILO;1977;66.0;65;2018-06-01T02:00:00+02:00;576;1.8;45.0
44.829979, -0.5670322;"{""coordinates"": [-0.5670322, 44.829979], ""type"": ""Point""}";33063;CUBPK19;449 513 639 00012;telephone parking 05 56 31 47 27;Place des Capucins 33800 Bordeaux;GERAUD;2.0;;;0.9;11.5;6;PAYANT_TARIF_HORAIRE;75.0;;106;10;0;0;0;0;0.0;2;6.0;;4.5;3.5;18.0;1.9000000000000001;2023-09-17T15:01:21+02:00;https://www.bordeaux.fr/l515/parking-capucins;0;0;1.8;CENTRE;270;0;223;1.9000000000000001;GERAUD;VILLE_DE_BORDEAUX;0;NORMAL_PAYANT;0;1;0;LIBRE;Capucins;270;DELEGATION_DE_SERVICE_PUBLIC_POUR_LA_VILLE_DE_BORDEAUX;SILO;1999;75.0;20;2018-06-01T02:00:00+02:00;270;2.5;30.0
44.8345879, -0.5800428;"{""coordinates"": [-0.5800428, 44.8345879], ""type"": ""Point""}";33063;CUBPK26;453 335 069 00010;Vélos: 35€/an ou 5€/mois;Place de la République 33100 Bordeaux;METPARK;3.2;6.0;5.0;0.8;20.0;10;PAYANT_TARIF_HORAIRE;125.0;;168;18;0;0;0;0;0.0;3;11.200000000000001;;8.8;6.4;20.0;1.8;2023-09-17T15:01:19+02:00;https://www.mtpk.fr/;4;0;1.6;HYPER_CENTRE;391;0;225;1.8;METPARK;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;1;0;LIBRE;Republique;390;REGIE_AUTONOME;ENTERRE;1980;80.0;0;2018-06-01T02:00:00+02:00;391;2.5;44.0
44.8539048, -0.5966865;"{""coordinates"": [-0.5966865, 44.8539048], ""type"": ""Point""}";33069;CUBPK74;453 335 069 00010;ancien nom: IDDAC;Avenue d'Eysines 33200 Bordeaux;METPARK;2.4;3.0;;0.6;8.0;2;PAYANT_TARIF_HORAIRE;65.0;;35;0;0;0;0;0;0.0;1;8.0;;6.4;4.4;8.0;2.1;2023-09-17T15:01:23+02:00;https://www.mtpk.fr/;0;0;1.2;PERIPHERIE;79;0;258;2.1;METPARK;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;1;0;LIBRE;Laharpe;80;REGIE_AUTONOME;SURFACE;2016;49.0;0;2018-06-01T02:00:00+02:00;79;0.0;
44.8238769, -0.5300949;"{""coordinates"": [-0.5300949, 44.8238769], ""type"": ""Point""}";33167;CUBPK82;453 335 069 00010;"tarif parc relais hors heures de spectacles; forfait spectacle 13€ en 2023";Rue Pierre Kaldor 33270 Floirac;METPARK;2.0;3.0;;0.5;8.0;22;PAYANT_TARIF_HORAIRE;65.0;;862;0;0;0;0;0;0.0;5;8.0;;6.0;4.0;8.0;2.0;2023-09-17T15:01:19+02:00;https://www.mtpk.fr/;14;0;1.0;PERIPHERIE;962;0;261;2.0;METPARK;METPARK;0;NORMAL_PAYANT;0;1;400;LIBRE;Floirac Arena;862;REGIE_AUTONOME;SILO;2018;50.0;0;2018-06-01T02:00:00+02:00;962;0.0;
44.8592522, -0.6682423;"{""coordinates"": [-0.6682423, 44.8592522], ""type"": ""Point""}";33200;CUBPK57;80822705200012;4.5€ pour 1 à 5 passagers dans le VL;Rue Adrienne Bolland 33185 Le Haillan;KEOLIS;4.5;;;4.5;4.5;5;PAYANT_TARIF_PARC_RELAIS;;0.0;190;0;0;0;0;5;0.0;1;4.5;4.5;4.5;4.5;;2.1;2023-09-17T14:59:58+02:00;https://www.infotbm.com/fr/parc-relais;4;0;4.5;PERIPHERIE;204;0;262;2.1;TBM;BORDEAUX_METROPOLE;0;AUTRE;0;1;204;LIBRE;Parc-Relais Le Haillan Rostand;204;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;SURFACE;2015;;5;2018-06-01T02:00:00+02:00;204;0.0;
44.8284087, -0.6917486;"{""coordinates"": [-0.6917486, 44.8284087], ""type"": ""Point""}";33281;CUBPK12;320 229 644 05241;stationnement minimal de 12 heures pour 15€;Avenue Kennedy - 33700 MERIGNAC;INDIGO_PARK;4.5;;;3.0;14.5;10;PAYANT_TARIF_HORAIRE;;;;0;0;0;0;0;0.0;1;9.700000000000001;;8.5;6.5;16.0;4.0;2023-02-22T12:14:07+01:00;http://www.bordeaux.aeroport.fr/fr/info/parkings-aeroport-bordeaux;0;0;3.5;PERIPHERIE;3427;0;271;4.0;INDIGO_PARK;AEROPORT_DE_BORDEAUX;0;NORMAL_PAYANT;0;0;0;OUVERT;Aeroport P4 Longue Duree;;CONCESSION_DE_SERVICE;SURFACE;2008;;0;2018-06-01T02:00:00+02:00;3427;0.0;
44.8051041, -0.6322405;"{""coordinates"": [-0.6322405, 44.8051041], ""type"": ""Point""}";33318;CUBPK40;453 335 069 00010;"Vélos: 35€/an ou 5€/mois; 2 heures gratuites; Parc mixte avec places P+R abonnés";Rue des Poilus 33600 Pessac;METPARK;0.0;3.0;5.0;0.0;8.0;1;PAYANT_TARIF_HORAIRE;65.0;0.0;259;17;0;0;0;0;0.0;3;8.0;;6.0;0.0;8.0;1.8;2023-09-17T15:01:15+02:00;https://www.mtpk.fr/;2;0;0.0;PERIPHERIE;346;0;275;1.8;METPARK;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;1;84;LIBRE;Pessac Centre;346;REGIE_AUTONOME;ENTERRE;1985;45.0;10;2018-06-01T02:00:00+02:00;346;0.0;27.0
44.7936623, -0.6350514;"{""coordinates"": [-0.6350514, 44.7936623], ""type"": ""Point""}";33318;CUBPK43;80822705200012;4.5€ pour 1 à 5 passagers dans le VL;Avenue Bougnard 33600 Pessac;KEOLIS;4.5;;0.0;4.5;4.5;10;PAYANT_TARIF_PARC_RELAIS;;0.0;138;44;0;0;0;6;0.0;1;4.5;4.5;4.5;4.5;;2.2;2023-09-17T14:59:58+02:00;https://www.infotbm.com/fr/parc-relais;0;0;4.5;PERIPHERIE;168;7;276;2.2;TBM;BORDEAUX_METROPOLE;0;AUTRE;0;1;168;LIBRE;Parc-Relais Bougnard;168;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;SURFACE;2004;;48;2018-06-01T02:00:00+02:00;168;0.0;
44.8060586, -0.6007667;"{""coordinates"": [-0.6007667, 44.8060586], ""type"": ""Point""}";33522;CUBPK42;80822705200012;mi 2023 : 432 places ouvertes sur 593 au total. 4.5€ pour 1 à 5 passagers dans le VL;Avenue de l’Université 33400 Talence;KEOLIS;4.5;;0.0;4.5;4.5;12;PAYANT_TARIF_PARC_RELAIS;;0.0;350;33;0;0;0;10;0.0;4;4.5;4.5;4.5;4.5;;1.9000000000000001;2023-09-17T14:59:58+02:00;https://www.infotbm.com/fr/parc-relais;10;0;4.5;PERIPHERIE;593;0;279;1.9000000000000001;TBM;BORDEAUX_METROPOLE;0;AUTRE;0;1;593;LIBRE;Parc-Relais Arts Et Metiers;432;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;SILO;2004;;50;2018-06-01T02:00:00+02:00;593;0.0;
44.8111812, -0.5927953;"{""coordinates"": [-0.5927953, 44.8111812], ""type"": ""Point""}";33522;CUBPK83;453 335 069 00010;Parking du cinéma géré par Parcub;Avenue du 7e art 33400 Talence;METPARK;0.0;;0.0;0.0;15.0;7;PAYANT_TARIF_HORAIRE;50.0;;;30;0;0;0;0;0.0;2;6.6000000000000005;;4.5;2.5;15.0;1.9000000000000001;2023-02-22T12:14:07+01:00;https://www.mtpk.fr/;0;0;0.0;PERIPHERIE;321;0;280;1.9000000000000001;METPARK;AGORA_CINEMA;0;NORMAL_PAYANT;0;0;0;OUVERT;Talence 7e Art;;REGIE_AUTONOME;ENTERRE;2017;30.0;0;2018-06-01T02:00:00+02:00;321;0.0;
44.7884435, -0.6506672;"{""coordinates"": [-0.6506672, 44.7884435], ""type"": ""Point""}";33318;CUBPK88;80822705200012;abonnement annuel Riverain nocturne 300€ et forfait court-séjour, 3.5€ pour tous les occupants du VL;Allée Héliodore Galienne 33600 Pessac;KEOLIS;3.5;;0.0;3.5;3.5;7;PAYANT_TARIF_PARC_RELAIS;;0.0;144;28;0;0;0;5;0.0;1;3.5;3.5;3.5;3.5;;2.1;2023-09-17T14:59:58+02:00;https://www.infotbm.com/fr/parc-relais;4;0;3.5;PERIPHERIE;146;6;321;2.1;TBM;BORDEAUX_METROPOLE;0;AUTRE;0;1;146;LIBRE;Parc-Relais Cap Metiers;146;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;SILO;2018;;0;2018-11-13T17:04:59+01:00;146;0.0;
44.9188127, -0.6232293;"{""coordinates"": [-0.6232293, 44.9188127], ""type"": ""Point""}";33075;CUBPK90;243 300 316 00011;Parking provisoire gratuit, attente extension P+R;Rue Jean Duvert 33290 Blanquefort;BORDEAUX_METROPOLE;0.0;0.0;0.0;0.0;0.0;4;GRATUIT;0.0;;;0;0;0;0;0;0.0;0;0.0;;0.0;0.0;0.0;;2023-02-27T13:50:43+01:00;;0;0;0.0;PERIPHERIE;151;0;450;;AUTRE;BORDEAUX_METROPOLE;0;GRATUIT;0;0;0;OUVERT;Blanquefort Gare;;AUTRE;SURFACE;2018;0.0;0;2019-01-04T17:19:00+01:00;151;0.0;0.0
44.8496312, -0.5703787;"{""coordinates"": [-0.5703787, 44.8496312], ""type"": ""Point""}";33063;CUBPK27;453 335 069 00010;;20 Quai des Chartrons 33000 Bordeaux;METPARK;3.2;6.0;;0.8;20.0;15;PAYANT_TARIF_HORAIRE;112.0;;384;0;0;0;2;0;0.0;4;11.200000000000001;;8.8;6.4;20.0;1.8;2023-09-17T15:01:20+02:00;https://www.mtpk.fr/;4;0;1.6;HYPER_CENTRE;842;0;229;1.8;METPARK;BORDEAUX_METROPOLE;2;NORMAL_PAYANT;0;1;0;LIBRE;Cite Mondiale;842;REGIE_AUTONOME;ENTERRE;1992;66.0;0;2018-06-01T02:00:00+02:00;842;2.5;
44.8261756, -0.5573939;"{""coordinates"": [-0.5573939, 44.8261756], ""type"": ""Point""}";33063;CUBPK33;453 335 069 00010;391 places parking+151 places arrêt minute mais très cher passé 2 heures de stationnement;Rue Charles Domerq 33800 Bordeaux;METPARK;10.0;;;2.5;29.0;7;PAYANT_TARIF_HORAIRE;151.0;;231;0;0;0;0;0;0.0;4;18.400000000000002;;15.6;12.8;29.0;1.8;2023-09-17T15:01:03+02:00;https://www.mtpk.fr/;1;0;5.0;CENTRE;391;0;230;1.8;METPARK;SNCF;0;NORMAL_PAYANT;0;1;0;LIBRE;Gare Saint Jean;391;CONCESSION_DE_SERVICE;ENTERRE;1990;107.0;0;2018-06-01T02:00:00+02:00;391;1.8;60.0
44.8464297, -0.5729482;"{""coordinates"": [-0.5729482, 44.8464297], ""type"": ""Point""}";33063;CUBPK18;453 335 069 00010;11 places pour Autocars à 8€ la 1e heure;Allées de Bristol 33000 Bordeaux;METPARK;3.2;6.0;;0.8;20.0;4;PAYANT_TARIF_HORAIRE;100.0;;121;0;0;12;0;0;0.0;1;11.200000000000001;;8.8;6.4;20.0;4.0;2023-09-17T15:01:31+02:00;https://www.mtpk.fr/;2;0;1.6;HYPER_CENTRE;406;0;233;4.0;METPARK;BORDEAUX_METROPOLE;3;NORMAL_PAYANT;20;1;0;LIBRE;Allees De Chartres;350;REGIE_AUTONOME;SURFACE;2005;65.0;0;2018-06-01T02:00:00+02:00;406;2.5;
44.8295686, -0.5535744;"{""coordinates"": [-0.5535744, 44.8295686], ""type"": ""Point""}";33063;CUBPK78;453 335 069 00010;Vélos: 35€/an ou 5€/mois;Rue Terres de Borde 33800 Bordeaux;METPARK;2.8000000000000003;6.0;5.0;0.7000000000000001;20.0;12;PAYANT_TARIF_HORAIRE;104.0;;447;72;0;0;0;0;0.0;3;10.4;;8.0;5.6000000000000005;20.0;2.4;2023-09-17T15:01:25+02:00;https://www.mtpk.fr/;4;0;1.4000000000000001;CENTRE;565;0;239;2.4;METPARK;METPARK;0;NORMAL_PAYANT;0;1;0;LIBRE;Paludate - Saint Jean;565;REGIE_AUTONOME;SILO;2017;79.0;23;2018-06-01T02:00:00+02:00;565;1.8;
44.8380143, -0.5687112;"{""coordinates"": [-0.5687112, 44.8380143], ""type"": ""Point""}";33063;CUBPK17;453 335 069 00010;;11 rue Alsace Lorraine 33000 Bordeaux;METPARK;;;;;;0;PAYANT_RESERVE_ABONNES;100.0;;;0;0;0;0;0;0.0;5;;;;;;1.8;2023-02-22T12:14:07+01:00;https://www.mtpk.fr/;0;0;;HYPER_CENTRE;125;0;243;1.8;METPARK;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;0;0;OUVERT;Alsace Lorraine;;REGIE_AUTONOME;ENTERRE;1983;85.0;0;2018-06-01T02:00:00+02:00;125;2.5;
44.8251902, -0.557181;"{""coordinates"": [-0.557181, 44.8251902], ""type"": ""Point""}";33063;CUBPK102;453 335 069 00010;pour plus de 2 heures l'arrêt minute est très cher Se reporter sur les places du Parking Saint Jean;Rue Charles Domerq Sud 33800 Bordeaux;METPARK;8.0;;;2.0;57.0;4;PAYANT_TARIF_HORAIRE;;;78;0;0;;0;0;0.0;1;27.0;;21.0;15.0;57.0;;2023-09-17T15:01:05+02:00;https://www.mtpk.fr/;0;0;4.0;CENTRE;104;0;723;;METPARK;SNCF;0;NORMAL_PAYANT;;1;0;LIBRE;Gare Saint Jean Arret Minute P2 Sud;104;CONCESSION_DE_SERVICE;ENTERRE;1990;;0;2021-02-10T15:03:22+01:00;104;1.8;
44.868649, -0.5636551;"{""coordinates"": [-0.5636551, 44.868649], ""type"": ""Point""}";33063;CUBPK103;320 229 644 05241;;29 rue Lucien Faure 33100 Bordeaux;INDIGO_PARK;2.8000000000000003;21.0;0.0;0.7000000000000001;21.0;11;PAYANT_TARIF_HORAIRE;130.0;;257;56;0;0;0;0;0.0;5;11.200000000000001;;8.4;5.6000000000000005;28.0;1.85;2023-09-17T15:02:57+02:00;https://fr.parkindigo.com/parking/bordeaux-33300/les-bassins-33001700;3;0;1.4000000000000001;CENTRE;424;0;743;1.85;INDIGO_PARK;AUTRE;0;NORMAL_PAYANT;0;1;0;LIBRE;Les Bassins;274;GESTION_PRIVEE;SILO;2021;;0;2021-06-16T17:24:34+02:00;424;1.8;65.0
44.8628438, -0.5556869;"{""coordinates"": [-0.5556869, 44.8628438], ""type"": ""Point""}";33063;CUBPK100;435 272 596 01814;"vélos acceptés de 8h30 à 20h00; Propriétaire SCI Bordeaux Port Immo";1 quai Armand Lalande Bat G1 33000 Bordeaux;EFFIA_STATIONNEMENT;2.3000000000000003;;;0.5;19.900000000000002;12;PAYANT_TARIF_HORAIRE;120.0;;129;100;0;0;0;0;0.0;3;9.1;;7.1000000000000005;4.7;24.0;;2023-09-17T15:01:14+02:00;https://www.effia.com/parking/parking-bordeaux-bassins-flot-effia;10;0;1.1;CENTRE;536;0;663;;AUTRE;AUTRE;0;NORMAL_PAYANT;0;1;0;LIBRE;Bassins À Flots;250;GESTION_PRIVEE;SILO;2020;120.0;10;2020-10-21T17:02:22+02:00;536;1.8;60.0
44.8254904, -0.5485224;"{""coordinates"": [-0.5485224, 44.8254904], ""type"": ""Point""}";33063;CUBPK104;32022964405241;"entrée VL derrière le batiment par rue de la Seiglière, puis à gauche; propriétaire Indigo infra; 413 places dont 50 amodiations, soit 363 places ouvertes";102 quai de Paludate 33800 Bordeaux;INDIGO_PARK;2.4;6.0;;0.6;20.0;9;PAYANT_TARIF_HORAIRE;108.0;;263;0;0;0;0;0;0.0;5;9.6;;7.2;4.8;26.0;1.9000000000000001;2023-09-17T15:00:22+02:00;https://fr.parkindigo.com/parkings-france/bordeaux;4;0;1.2;CENTRE;413;0;773;1.9000000000000001;INDIGO_PARK;AUTRE;0;NORMAL_PAYANT;0;1;0;LIBRE;Brienne;300;GESTION_PRIVEE;SILO;2021;108.0;20;2021-10-07T16:46:02+02:00;413;1.8;54.0
44.8198311, -0.5559451;"{""coordinates"": [-0.5559451, 44.8198311], ""type"": ""Point""}";33063;CUBPK110;69205111300102;mise en service aout 2023;27 Rue Paul Peyrat, 33800 Bordeaux;INTERPARKING;;;;;;10;;;;;0;0;0;0;0;0.0;5;;;;;;1.9000000000000001;2023-08-28T16:56:37+02:00;https://www.interparking.fr/fr-FR/find-parking/ParkingSaintJeanARMAGNAC/;99;0;;CENTRE;496;0;1663;1.9000000000000001;INTERPARKING;INTERPARKING;0;;0;0;0;OUVERT;Saint Jean Armagnac;;GESTION_PRIVEE;SILO;2023;;7;2023-08-28T16:50:00+02:00;496;;
44.8557026, -0.5630087;"{""coordinates"": [-0.5630087, 44.8557026], ""type"": ""Point""}";33063;CUBPK14;37888823401562;;Quai des Chartrons 33000 Bordeaux;Q_PARK;2.7;8.0;0.0;0.7000000000000001;25.5;23;PAYANT_TARIF_HORAIRE;125.0;;424;50;0;0;0;0;0.0;4;11.700000000000001;;8.6;6.3;27.0;1.9000000000000001;2023-08-23T11:24:21+02:00;;0;0;1.5;CENTRE;571;0;245;1.9000000000000001;Q_PARK;AUTRE;0;NORMAL_PAYANT;0;0;0;LIBRE;Bord'Eau Village;571;GESTION_PRIVEE;SILO;2005;125.0;10;2018-06-01T02:00:00+02:00;571;1.8;125.0
44.8398053, -0.5830848;"{""coordinates"": [-0.5830848, 44.8398053], ""type"": ""Point""}";33063;CUBPK31;453 335 069 00010;Abonnés seulement;Rue Georges Bonnac 33000 Bordeaux;METPARK;;;;;;4;PAYANT_RESERVE_ABONNES;125.0;;;6;0;0;0;0;0.0;1;;;;;;1.8;2023-02-22T12:14:07+01:00;https://www.mtpk.fr/;8;0;;HYPER_CENTRE;165;0;248;1.8;METPARK;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;0;0;OUVERT;Bonnac;;REGIE_AUTONOME;ENTERRE;2009;80.0;0;2018-06-01T02:00:00+02:00;165;2.5;44.0
44.8509592, -0.5586437;"{""coordinates"": [-0.5586437, 44.8509592], ""type"": ""Point""}";33063;CUBPK92;692 051 113 00102;Parking de BMA, Bordeaux Métropole Amenagement, abonnés pour le moment;105 quai des Queyries 33100 Bordeaux;INTERPARKING;;;;;;5;PAYANT_RESERVE_ABONNES;60.0;;;0;0;0;0;0;0.0;1;;;;;;1.95;2023-02-22T12:14:07+01:00;https://www.interparking-france.com/fr-FR/find-parking/ParkingBastideNiel/;5;0;;CENTRE;248;0;464;1.95;INTERPARKING;AUTRE;0;NORMAL_PAYANT;0;0;0;OUVERT;Bastide Niel;;GESTION_PRIVEE;SURFACE;2018;60.0;0;2019-02-22T16:07:51+01:00;248;0.0;
44.8631962, -0.5785125;"{""coordinates"": [-0.5785125, 44.8631962], ""type"": ""Point""}";33063;CUBPK95;453 335 069 00010;Vélos: 35€/an ou 5€/mois;Rue François Lévêque 33000 Bordeaux;METPARK;2.8000000000000003;6.0;5.0;0.7000000000000001;20.0;8;PAYANT_TARIF_HORAIRE;100.0;;204;108;0;0;0;0;0.0;4;10.4;;8.0;5.6000000000000005;20.0;2.0;2023-09-17T15:01:33+02:00;https://www.mtpk.fr/;8;0;1.4000000000000001;CENTRE;355;0;593;2.0;METPARK;METPARK;0;NORMAL_PAYANT;0;1;0;LIBRE;Grand Parc;360;REGIE_AUTONOME;SILO;2019;79.0;15;2019-12-09T15:54:27+01:00;355;1.8;30.0
44.8882821, -0.5177862;"{""coordinates"": [-0.5177862, 44.8882821], ""type"": ""Point""}";33032;CUBPK49;80822705200012;3.5€ pour tous les occupants du VL, forfait court séjour;Chemin du Grand Came 33310 Lormont;KEOLIS;3.5;;0.0;3.5;3.5;5;PAYANT_TARIF_PARC_RELAIS;;0.0;201;30;0;0;0;5;0.0;1;3.5;3.5;3.5;3.5;;2.2;2023-09-17T14:59:58+02:00;https://www.infotbm.com/fr/parc-relais;0;0;3.5;PERIPHERIE;242;7;211;2.2;TBM;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;1;242;LIBRE;Parc-Relais La Gardette Nord;242;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;SURFACE;2008;;0;2018-06-01T02:00:00+02:00;242;0.0;
44.7974714, -0.5527252;"{""coordinates"": [-0.5527252, 44.7974714], ""type"": ""Point""}";33039;CUBPK60;80822705200012;4.5€ pour 1 à 5 passagers dans le VL;Avenue Lénine 33130 Bègles;KEOLIS;4.5;;0.0;4.5;4.5;4;PAYANT_TARIF_PARC_RELAIS;;0.0;130;30;0;0;0;5;0.0;1;4.5;4.5;4.5;4.5;;2.1;2023-09-17T14:59:58+02:00;https://www.infotbm.com/fr/parc-relais;0;0;4.5;PERIPHERIE;193;7;212;2.1;TBM;BORDEAUX_METROPOLE;0;AUTRE;0;1;193;LIBRE;Parc-Relais Gare De Begles;193;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;SURFACE;2015;;0;2018-06-01T02:00:00+02:00;193;0.0;
44.807671, -0.5397772;"{""coordinates"": [-0.5397772, 44.807671], ""type"": ""Point""}";33039;CUBPK72;453 335 069 00010;Vélos: 35€/an ou 5€/mois;13 allee des Francs 33130 Bègles;METPARK;2.4;3.0;5.0;0.6;8.0;9;PAYANT_TARIF_HORAIRE;64.0;;171;32;0;0;0;0;0.0;3;8.0;;6.4;4.4;8.0;3.0;2023-09-17T15:01:24+02:00;https://www.mtpk.fr/;8;0;1.2;PERIPHERIE;405;0;213;1.9000000000000001;METPARK;METPARK;0;NORMAL_PAYANT;0;1;0;LIBRE;Begles Les Secheries;405;REGIE_AUTONOME;SILO;2016;43.0;6;2018-06-01T02:00:00+02:00;405;0.0;27.0
44.8351304, -0.5721457;"{""coordinates"": [-0.5721457, 44.8351304], ""type"": ""Point""}";33063;CUBPK16;453 335 069 00010;Vélos: 35€/an ou 5€/mois;Cours Victor Hugo 33000 Bordeaux;METPARK;3.2;6.0;5.0;0.8;20.0;14;PAYANT_TARIF_HORAIRE;95.0;;102;60;0;0;0;0;0.0;7;11.200000000000001;;8.8;6.4;20.0;1.8;2023-09-17T15:01:21+02:00;https://www.mtpk.fr/;4;0;1.6;HYPER_CENTRE;663;0;215;1.8;METPARK;BORDEAUX_METROPOLE;3;NORMAL_PAYANT;0;1;0;LIBRE;Victor Hugo;579;REGIE_AUTONOME;SILO;1978;75.0;29;2018-06-01T02:00:00+02:00;663;2.5;31.0
44.844251, -0.5766115;"{""coordinates"": [-0.5766115, 44.844251], ""type"": ""Point""}";33063;CUBPK03;43161642400062;Abonnement gratuit pour les vélos;Allées de Tourny - 33000  BORDEAUX;INDIGO_TPS;2.6;6.5;0.0;0.7000000000000001;20.900000000000002;20;PAYANT_TARIF_HORAIRE;179.4;;432;15;0;0;6;0;0.0;2;10.5;;8.5;6.5;28.6;1.85;2023-09-17T15:01:27+02:00;https://fr.parkindigo.com/parking/bordeaux-33000/tourny-u3300500;2;0;1.3;HYPER_CENTRE;957;0;217;1.85;BP3000;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;1;0;LIBRE;Tourny;950;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;ENTERRE;1974;89.7;11;2018-06-01T02:00:00+02:00;957;2.5;38.0
